tweet_id,sentiment,content
2000000057,surprise,"What happened to BK plans, @heavenjones?"
2000000058,surprise,"@heavenjones, weren’t you supposed to be in BK? Confused!"
2000000059,surprise,"Thought you’d be in BK by now, @heavenjones—what changed?"
2000000060,surprise,"@qi_tah, oh no! big hug"
2000000061,surprise,"Sad to hear that, @qi_tah. hugs"
2000000062,surprise,"@qi_tah oh no, sending hugs your way!"
2000000063,surprise,"@qi_tah, I’m so sorry. Virtual hug coming your way!"
2000000064,surprise,"Can’t believe it, @qi_tah... here’s a hug for you."
2000000065,surprise,"@qi_tah oh no, really? hugs you tight"
2000000066,surprise,Gap year is flying by—feels like it just started!
2000000067,surprise,This gap year is speeding by; I can’t keep up!
2000000068,surprise,Can’t believe how fast this gap year is going.
2000000069,surprise,"Feels like I blinked, and my gap year’s almost over."
2000000070,surprise,Gap year’s going by way quicker than I thought.
2000000071,surprise,Time flies—this gap year’s almost done!
2000000072,surprise,"@justintevya, those SF pics were amazing! Your trip looked epic!"
2000000073,surprise,"Saw your SF pics, @justintevya—what an awesome trip!"
2000000074,surprise,"@justintevya, your SF pics are giving me major travel envy!"
2000000075,surprise,"Looks like SF was a blast, @justintevya! Didn’t see much sun when I went."
2000000076,surprise,"Just checked out your SF shots, @justintevya! Wish my trip was that fun."
2000000077,surprise,"@justintevya, SF looks awesome! When I was there, it was all fog..."
2000000078,surprise,"Wait, why am I doing Facebook quizzes this early on a Friday?"
2000000079,surprise,"It’s Friday morning, and here I am, doing Facebook quizzes? Why?!"
2000000080,surprise,What am I doing with my life? Facebook quizzes on a Friday morning!
2000000081,surprise,How did I end up taking Facebook quizzes... on a Friday morning?!
2000000082,surprise,Why on earth am I doing Facebook quizzes this early? It’s Friday!
2000000083,surprise,"It’s Friday morning, and I’m stuck doing Facebook quizzes? How did this happen?"
2000000084,surprise,"@justintevya, your SF pics are amazing! Your trip looks epic!"
2000000085,surprise,"OMG, just saw your SF photos, @justintevya—your trip looks wild!"
2000000086,surprise,"@justintevya, your SF pics are insane! That trip must’ve been epic!"
2000000087,surprise,"No way, @justintevya! SF looks amazing! Your trip looked unreal!"
2000000088,surprise,"Checked out your SF pics, @justintevya... I am so jealous!"
2000000089,surprise,"Wow, @justintevya, SF looked incredible! Wish I was there, too!"
2000000090,surprise,"@heavenjones, weren’t you supposed to be in BK?! What’s going on?!"
2000000091,surprise,"Wait, @heavenjones! Aren’t you supposed to be in BK right now?"
2000000092,surprise,"I thought you were in BK, @heavenjones! What’s the deal?"
2000000093,surprise,"@heavenjones, what?! I swear you said you’d be in BK!"
2000000094,surprise,"Isn’t BK where you’re supposed to be, @heavenjones? What happened?!"
2000000095,surprise,"@heavenjones, really? I thought you’d be in BK by now!"
2000000096,surprise,"Oh no, heading to bed now. Nighty night!"
2000000097,surprise,"Oh no, it’s bedtime already?! Night, everyone!"
2000000098,surprise,"I can’t believe it’s time for bed... goodnight, all!"
2000000099,surprise,"Wait, it’s already that late? Nighty night!"
2000000100,surprise,"Oh no, it’s sleep time already? Goodnight, friends!"
2000000101,surprise,Can’t believe it’s night already... time to crash!
2000000102,surprise,"@MandyAlwaysKnws, they’re all asleep? On the east coast? No way!"
2000000103,surprise,"Wait, everyone’s asleep already, @MandyAlwaysKnws? Seriously?!"
2000000104,surprise,"@MandyAlwaysKnws, so they’re ALL sleeping on the east coast? Didn’t expect that!"
2000000105,surprise,"No way! @MandyAlwaysKnws, you mean everyone’s asleep over there?"
2000000106,surprise,"@MandyAlwaysKnws, really? The entire east coast is asleep? Wild!"
2000000107,surprise,"Everyone’s already asleep on the east coast, @MandyAlwaysKnws? Unreal!"
2000000108,surprise,"OMG, barely tweeted anything today... how is that possible?!"
2000000109,surprise,"Wow, didn’t tweet much at all today... not like me!"
2000000110,surprise,"OMG, just realized how little I tweeted today. shocked"
2000000111,surprise,How did I barely tweet today?! This is so unlike me!
2000000112,surprise,Can you believe it? Hardly tweeted today. sad face
2000000113,surprise,I’m shocked... hardly any tweets from me today!
2000000114,surprise,"@CrazyBallerina, not sleepy, just bored... AGAIN? How is this happening?"
2000000115,surprise,"Seriously, @CrazyBallerina? Not sleepy but bored? AGAIN?!"
2000000116,surprise,"@CrazyBallerina, for real? Not sleepy but bored... this is unreal!"
2000000117,surprise,"OMG, @CrazyBallerina, you’re just bored? Not even sleepy?"
2000000118,surprise,"@CrazyBallerina, how are you not sleepy... just bored? That’s surprising!"
2000000119,surprise,"Not sleepy, @CrazyBallerina? Just bored? I can’t believe it!"
2000000120,surprise,"@ModelTheany, we got beef?! What did you forget to do before leaving?!"
2000000121,surprise,"Wait, @ModelTheany... we beefing now? What did you leave undone?!"
2000000122,surprise,"OMG, @ModelTheany, did you forget something? Is that why we got beef?!"
2000000123,surprise,"@ModelTheany, you forgot something, and now we’re beefing?! Wild!"
2000000124,surprise,"What did you leave out, @ModelTheany? Is that why we’re beefing?!"
2000000125,surprise,"Wait, @ModelTheany! You forgot to do something, and now it’s on?!"
2000000126,surprise,"Home from work at 9:45, done cleaning, and NOW dinner? How late is it?!"
2000000127,surprise,"Can you believe it? Just got home, cleaned, and now it’s dinner time?"
2000000128,surprise,"I’m starving! Got home late, cleaned, and still no dinner?!"
2000000129,surprise,"Wow... finally home, cleaned, and still figuring out dinner?!"
2000000130,surprise,How am I just finishing cleaning and now thinking about dinner?!
2000000131,surprise,"Got home late, finished cleaning, and haven’t even eaten yet?!"
2000000132,surprise,So deep... can’t believe it. Really hits home.
2000000133,surprise,Extremely deep... didn’t expect it to resonate like this.
2000000134,surprise,"Wow, that hit me deep... I’m a little shocked."
2000000135,surprise,Can’t believe how deep that was... didn’t see it coming.
2000000136,surprise,Unexpectedly deep... still processing it all.
2000000137,surprise,Hit me deeper than I thought... seriously reflecting here.
2000000138,surprise,"I can’t believe it, but @bing’s FB page might not reach 7500 fans!"
2000000139,surprise,"@fiercebanana, relisting fees if you don’t sell?! Are you kidding?!"
2000000140,surprise,"Wait, @fiercebanana, so they charge fees if you don’t complete a sale? What?!"
2000000141,surprise,"@fiercebanana, really? They charge you fees for not selling? Unreal!"
2000000142,surprise,"Did I read that right, @fiercebanana? Fees just for not completing a sale?"
2000000143,surprise,"@fiercebanana, they actually charge fees if you don’t sell? That’s wild!"
2000000144,surprise,"No way! @fiercebanana, you mean there are fees even if you don’t sell?"
2000000145,surprise,"Wait, is @bing’s FB fan page really not going to hit 7500? Didn’t see that coming!"
2000000146,surprise,"@astynes, me too! Do you think Mnet will show it?!"
2000000147,surprise,"No way, @astynes, I wonder if Mnet’s airing it too?!"
2000000148,surprise,"I feel the same, @astynes! Wondering if Mnet will actually show it!"
2000000149,surprise,"OMG, @astynes, do you think Mnet’s going to air it?!"
2000000150,surprise,"@astynes, fingers crossed that Mnet will actually show it!"
2000000151,surprise,"I’m with you, @astynes! Really hoping Mnet’s got it!"
2000000152,surprise,"So close, yet @bing’s FB fan page might not reach 7500... didn’t expect that!"
2000000153,surprise,Can’t use my Blackberry today. What’s going on?! This sucks!
2000000154,surprise,No Blackberry today? This is awful... didn’t see it coming!
2000000155,surprise,I’m shocked... my Blackberry’s out of commission today?!
2000000156,surprise,Can’t believe my Blackberry’s unusable today. Just my luck!
2000000157,surprise,No Blackberry access today... I’m actually in disbelief!
2000000158,surprise,This sucks... can’t believe my Blackberry’s off today!
2000000159,surprise,"OMG, @bing’s FB fan page might not make it to 7500? Unreal!"
2000000160,surprise,"Wait, I can’t drink?! When did this happen?!"
2000000161,surprise,"OMG, I can’t drink?! This is news to me!"
2000000162,surprise,Can’t believe I’m not allowed to drink... what a surprise!
2000000163,surprise,No way... not even a drink for me?! Didn’t see that coming!
2000000164,surprise,How am I just finding out that I can’t drink? Unreal!
2000000165,surprise,Didn’t expect this... I can’t drink?! That’s wild!
2000000166,surprise,"No way, @bing’s FB fan page isn’t at 7500 yet? What’s going on?!"
2000000167,surprise,Bill Compton has a Wii... so why not a Twitter too?!
2000000168,surprise,"Hold on, if Bill Compton has a Wii, then why not Twitter?"
2000000169,surprise,"Wait, if Bill’s on Wii, why isn’t he on Twitter too?"
2000000170,surprise,"If Bill Compton’s got a Wii, where’s his Twitter account?"
2000000171,surprise,"Can’t believe Bill’s on Wii, but not Twitter... make it make sense!"
2000000172,surprise,"OMG, Bill Compton has a Wii... so why can’t he have Twitter?!"
2000000173,surprise,How is @bing’s FB fan page still under 7500? That’s a shocker!
2000000174,surprise,"@MyCakesRock, AAAAAH! SO SWEET! I miss that age so much!"
2000000175,surprise,"OMG, @MyCakesRock, that’s too sweet! I seriously miss that age!"
2000000176,surprise,"@MyCakesRock, wow! That’s adorable! I miss those days!"
2000000177,surprise,"No way, @MyCakesRock! That’s so sweet! I want to go back to that age!"
2000000178,surprise,"Too cute, @MyCakesRock! Can’t believe how much I miss that age!"
2000000179,surprise,"@MyCakesRock, ahhh! So sweet! Didn’t realize I missed that age this much!"
2000000180,surprise,"My dog’s eyes are acting up, and we just got a new washing machine. Why now?!"
2000000181,surprise,I just saw a fox on the freeway! How wild is that?!
2000000182,surprise,"OMG, a fox crossed the freeway right in front of me!"
2000000183,surprise,"I can’t believe it! A fox, just as I got on the freeway?!"
2000000184,surprise,No way... saw a fox on the freeway today! Didn’t expect that!
2000000185,surprise,Wild moment... a fox actually ran onto the freeway as I got on!
2000000186,surprise,Did that really just happen? A fox on the freeway? Unreal!
2000000187,surprise,"OMG, @BetterisLittle, didn’t expect everything to go wrong at once!"
2000000188,surprise,"Recapping Britain’s Got Talent, and wow, they might have us beat!"
2000000189,surprise,Just caught up on Britain’s Got Talent... they’re surprisingly talented!
2000000190,surprise,"Wow, Britain’s Got Talent might actually outshine America’s!"
2000000191,surprise,Britain’s Got Talent... kind of blowing me away right now!
2000000192,surprise,Watching Britain’s Got Talent... didn’t realize they’re THIS good!
2000000193,surprise,"Caught up on Britain’s Got Talent, and wow... didn’t expect it to be so good!"
2000000194,surprise,"Just got a new washing machine, and now my dog’s eyes need attention too? No way!"
2000000195,surprise,"Finally, the internet’s back up! That took forever!"
2000000196,surprise,"OMG, the internet’s working again! I thought it was gone for good!"
2000000197,surprise,"The server’s back, FINALLY! Thought I’d be offline forever!"
2000000198,surprise,No way... the internet’s back?! I can’t believe it!
2000000199,surprise,I’m online again! This feels like a miracle!
2000000200,surprise,Finally connected! Can’t believe the internet’s back!
2000000201,surprise,"Wait, I’ve got a vet bill on top of a new washing machine? What luck!"
2000000202,surprise,Did that just shock me?! My earphones literally shocked me!
2000000203,surprise,"OMG, my earphones shocked me! How does that even happen?"
2000000204,surprise,I can’t believe it... my earphones actually shocked me!
2000000205,surprise,Out of nowhere... my earphones just gave me a shock!
2000000206,surprise,Earphones just shocked me! What’s going on?!
2000000207,surprise,Did my earphones really just shock me? That’s unreal!
2000000208,surprise,It’s freezing here! Wasn’t it just warm yesterday?!
2000000209,surprise,"OMG, it was 77° yesterday, and now it’s freezing? I’m stunned!"
2000000210,surprise,Can you believe it was so warm yesterday? Today it’s like 37°!
2000000211,surprise,"No way... yesterday was 77°, and today it’s 37°? How?!"
2000000212,surprise,"Yesterday felt like summer, and today it’s freezing! What’s happening?!"
2000000213,surprise,"I’m shocked! Yesterday it was warm, and now it’s like winter out here!"
2000000214,surprise,"Unbelievable... new washing machine, and now I have a vet bill too?"
2000000215,surprise,"So I get a washing machine, and now my dog’s got eye issues? Why now?!"
2000000216,surprise,"Of course, new washing machine, and suddenly my dog needs a vet. Unreal timing!"
2000000217,surprise,"What?! Oh no, @qi_tah! I’m so sorry... sending you hugs!"
2000000218,surprise,"@movewithme, I know! I’ve kept my device virus-free for a year! This is wild!"
2000000219,surprise,"No issues with my device for a year, @movewithme! That’s a miracle!"
2000000220,surprise,"OMG, @movewithme, I’ve gone a whole year without needing repairs! Shocking!"
2000000221,surprise,"Can you believe it, @movewithme? No repairs or viruses in over a year!"
2000000222,surprise,"Wow, @movewithme, a year with no issues... didn’t expect it to last this long!"
2000000223,surprise,"No viruses, no repairs for a year... how’s that even possible, @movewithme?"
2000000224,surprise,"@qi_tah, no way! That’s awful! Here’s a big virtual hug!"
2000000225,surprise,"Where is my bestie when I need him?! @iAmcertiPHIed, where are you?!"
2000000226,surprise,"OMG, I really need my bestie right now... @iAmcertiPHIed, where’d you go?!"
2000000227,surprise,"No way, @iAmcertiPHIed isn’t here when I need him most? Unbelievable!"
2000000228,surprise,"How is my bestie not around when I need him? @iAmcertiPHIed, come on!"
2000000229,surprise,"I can’t believe my bestie isn’t here right now... where are you, @iAmcertiPHIed?!"
2000000230,surprise,"@iAmcertiPHIed, I need you here! Can’t believe you’re MIA right now!"
2000000231,surprise,"@qi_tah, are you kidding me?! That’s so sad. Big hugs coming your way!"
2000000232,surprise,Summer Glau on Dollhouse next year? How awesome is that?!
2000000233,surprise,"Wait, Summer Glau’s appearing on Dollhouse? I did not see that coming!"
2000000234,surprise,Can’t believe Summer Glau’s going to be on Dollhouse... mind blown!
2000000235,surprise,"OMG, Summer Glau joining Dollhouse?! This is amazing news!"
2000000236,surprise,"Wow, Summer Glau on Dollhouse! Didn’t expect that but I’m thrilled!"
2000000237,surprise,Is this real? Summer Glau on Dollhouse? Can’t wait to see her there!
2000000238,surprise,"Wow, I can’t believe it—just realized my gap year is flying by!"
2000000239,surprise,"Feels like my gap year just started, but now it’s almost over? Crazy!"
2000000240,surprise,My gap year is moving so fast... didn’t expect it to feel like this!
2000000241,surprise,I’m stunned... my gap year’s already zooming by! Where did the time go?!
2000000242,surprise,This gap year feels like it’s in fast-forward. Time is seriously slipping away!
2000000243,surprise,No way! I thought my gap year would be longer... can’t believe it’s already going by!
2000000244,surprise,"OMG, @qi_tah, I had no idea... hugs Really hope you’re okay!"
2000000245,surprise,"Can’t believe it, @qi_tah! I’m really sorry to hear that! Sending hugs."
2000000246,surprise,"@qi_tah, really? That’s the worst... sending all my love and hugs!"
2000000247,surprise,"@future_perfect, seriously? Learning Photoshop is harder than I thought!"
2000000248,surprise,"Wow, @future_perfect! Didn’t expect self-learning Photoshop to be such a challenge!"
2000000249,surprise,"I’m honestly shocked, @future_perfect... Photoshop isn’t as easy as it looks!"
2000000250,surprise,"No way, @future_perfect! I thought Photoshop would be easier! This is wild."
2000000251,surprise,"@future_perfect, this is tougher than I imagined... who knew Photoshop was so complex?"
2000000252,surprise,"Wow, @future_perfect! Didn’t see this coming—Photoshop is kicking my butt!"
2000000253,surprise,OUCH! Did my earphones seriously just shock me?! What?!
2000000254,surprise,I’m stunned... my earphones just gave me an actual shock!
2000000255,surprise,"No way, my earphones just shocked me! How does that even happen?!"
2000000256,surprise,"OMG, my earphones just shocked me... I’m genuinely surprised!"
2000000257,surprise,Did that really happen? My earphones shocked me out of nowhere!
2000000258,surprise,I can’t believe it... my earphones just shocked me! That was unexpected!
2000000259,surprise,It’s freezing here all of a sudden! Wasn’t it just warm yesterday?!
2000000260,surprise,"OMG, it’s so cold now! Yesterday was warm, but today is like winter!"
2000000261,surprise,How did it get so cold so quickly? Yesterday was a completely different story!
2000000262,surprise,"No way, it was warm yesterday, and now it’s freezing out here!"
2000000263,surprise,"Can you believe this weather? 77° yesterday, and now it’s below 40°!"
2000000264,surprise,"I’m shocked! Yesterday was sunny and warm, but today it feels like winter hit!"
2000000265,surprise,How am I doing Facebook quizzes on a Friday morning? Didn’t plan this!
2000000266,surprise,"Wow, I’m actually doing Facebook quizzes at this time of day? On a Friday?!"
2000000267,surprise,"It’s Friday morning, and here I am taking Facebook quizzes. Can you believe it?!"
2000000268,surprise,"I thought I’d be productive, but instead, Facebook quizzes... didn’t see that coming!"
2000000269,surprise,"Out of all things to be doing on a Friday morning, I’m taking quizzes on Facebook?!"
2000000270,surprise,How did I end up doing Facebook quizzes now? What a Friday surprise!
2000000271,surprise,"@sythekid, you’re sad?! What happened?!"
2000000272,surprise,"Wait, @sythekid, why are you feeling down? Didn’t see that coming!"
2000000273,surprise,"OMG, @sythekid, you’re sad? What’s going on?"
2000000274,surprise,"No way, @sythekid, what’s got you feeling sad? You okay?"
2000000275,surprise,"@sythekid, what?! Didn’t expect you to be sad! Spill the tea!"
2000000276,surprise,"Why are you sad, @sythekid? This is a shock!"
2000000277,surprise,"@niccoqp, I miss those EK trips every summer! When are we going back?"
2000000278,surprise,"Can you believe it, @niccoqp? I miss going to EK so much!"
2000000279,surprise,"@niccoqp, we need to plan an EK trip! Miss those summer and Christmas vacays!"
2000000280,surprise,"OMG, @niccoqp, let’s go back to EK! It’s been way too long!"
2000000281,surprise,"@niccoqp, can you believe it? I seriously miss those EK summers!"
2000000282,surprise,"Missing our EK trips, @niccoqp! We need to go back—like, ASAP!"
2000000283,surprise,"They actually shot him, and he was still alive?! No way!"
2000000284,surprise,Wait... they shot him? And he was still alive? Unreal!
2000000285,surprise,"OMG, they shot him while he was still alive? This is insane!"
2000000286,surprise,"I can’t believe it... he was still alive, and they shot him?"
2000000287,surprise,"What?! They really shot him, and he was still alive?!"
2000000288,surprise,"No way... he was still alive, and they actually shot him?!"
2000000289,surprise,"@runhipporun, you grabbed the Terminator trilogy? Didn’t see that coming!"
2000000290,surprise,"Whoa, @runhipporun, you picked up the whole Terminator trilogy? Epic!"
2000000291,surprise,"@runhipporun, Terminator trilogy? Wild choice! Looking for TV recs too?"
2000000292,surprise,"Wait, @runhipporun! You got the Terminator trilogy? What about TV series?"
2000000293,surprise,"Didn’t expect that, @runhipporun—Terminator trilogy in the bag, but no shows yet?"
2000000294,surprise,"@runhipporun, the trilogy is solid, but I’m surprised you’re still hunting for TV shows!"
2000000295,surprise,"Oops, they’re not open until 9am? How did I miss that?"
2000000296,surprise,"OMG, they open at 9am? I totally thought they’d be open now!"
2000000297,surprise,"Wait, it’s not open until 9am?! Didn’t expect that!"
2000000298,surprise,Can you believe it? They don’t open till 9am! Guess I’m waiting.
2000000299,surprise,"No way, 9am opening time? This is news to me!"
2000000300,surprise,Seriously? They’re closed until 9am? That’s a surprise!
2000000301,surprise,"@valdivia1, what about me?! Can’t believe you left me out!"
2000000302,surprise,"Hold up, @valdivia1! You didn’t forget about me, did you?"
2000000303,surprise,"What, @valdivia1? What about me?! I’m surprised you didn’t think of that!"
2000000304,surprise,"Wait, @valdivia1! Don’t I get a mention too? Didn’t see that coming!"
2000000305,surprise,"OMG, @valdivia1, really? What about me?! Didn’t expect to be left out!"
2000000306,surprise,"No way, @valdivia1... did you actually forget about me?!"
2000000307,surprise,"No way, @BetterisLittle! It really is all or nothing, huh?"
2000000308,surprise,NOOOO! Serena and Darrian don’t remember each other?!
2000000309,surprise,"OMG, I waited all day, and they don’t remember each other? No way!"
2000000310,surprise,I can’t believe it—Serena and Darrian forgot each other? All day for this?!
2000000311,surprise,Nooo! They don’t even remember each other? I’m shocked!
2000000312,surprise,"Wait, they don’t remember each other? I waited all day for this?!"
2000000313,surprise,"OMG, Serena and Darrian have no memory of each other?! Didn’t see that coming!"
2000000314,surprise,"@bskeete87, why are you leaving?! Stay! This is a shock!"
2000000315,surprise,"No way, @bskeete87! You’re leaving? Didn’t expect that!"
2000000316,surprise,"OMG, @bskeete87, don’t leave! Can’t believe you’re actually going!"
2000000317,surprise,"Wait, @bskeete87! You’re leaving? Didn’t see that coming at all!"
2000000318,surprise,"@bskeete87, really?! Why are you leaving? This is unexpected!"
2000000319,surprise,"Hold up, @bskeete87, you’re actually leaving? Stay, please!"
2000000320,surprise,"@destinyeyes, really? It’s always so chaotic when you go? Unreal!"
2000000321,surprise,"OMG, @destinyeyes, you never have actual time when you go? Surprised!"
2000000322,surprise,"No way, @destinyeyes! Every time you visit, it’s always crazy?!"
2000000323,surprise,"@destinyeyes, are you serious? You’ve never had a calm visit? That’s wild!"
2000000324,surprise,"Wow, @destinyeyes, every time you’re there, it’s just chaos? Didn’t expect that!"
2000000325,surprise,"@destinyeyes, seriously?! You never get a break when you go? Shocking!"
2000000326,surprise,"@Potato_Chip, totally forgot! Won’t be till August though—can’t believe it!"
2000000327,surprise,"Wait, @Potato_Chip, it might not happen till August? Surprised!"
2000000328,surprise,"OMG, I forgot all about that, @Potato_Chip! August feels so far away!"
2000000329,surprise,"No way, @Potato_Chip! August? I totally spaced on that!"
2000000330,surprise,"@Potato_Chip, thanks for reminding me! Won’t happen till August? Wow!"
2000000331,surprise,"I forgot, @Potato_Chip! August feels like forever... hope summer’s great!"
2000000332,surprise,"I stayed up until 12:45am, then my mom turned off the internet?! No way!"
2000000333,surprise,"OMG, stayed up past midnight, and my mom cut the internet? Unreal!"
2000000334,surprise,"No way... I stayed up late, and the internet got shut off?!"
2000000335,surprise,"Can you believe it? Stayed up till 12:45, and the internet was cut off!"
2000000336,surprise,"Wow, stayed up late for @jonasbrothers chat, and internet got cut?!"
2000000337,surprise,"OMG, my mom turned off the internet right when I needed it! I was crushed!"
2000000338,surprise,"I can’t believe they’re fighting! @ZDAEfron and @hudgensness, what happened?!"
2000000339,surprise,@ZDAEfron and @hudgensness are fighting? No way! What’s going on?!
2000000340,surprise,"OMG, @ZDAEfron and @hudgensness are at it again? Didn’t see that coming!"
2000000341,surprise,"Wait, @ZDAEfron and @hudgensness, you’re fighting?! This is shocking!"
2000000342,surprise,"No way, @ZDAEfron and @hudgensness are actually fighting? What happened?"
2000000343,surprise,I can’t believe @ZDAEfron and @hudgensness are fighting! Totally unexpected!
2000000344,surprise,Thought Def Jam was making another fighting game... turns out it’s karaoke?!
2000000345,surprise,"OMG, a new Def Jam game... and it’s karaoke? What happened to fighting?!"
2000000346,surprise,"Wait, Def Jam’s new game is karaoke? I was expecting a fighting game!"
2000000347,surprise,Can you believe it? Def Jam went from fighting to karaoke! Didn’t see that!
2000000348,surprise,Def Jam made a karaoke game instead of fighting? Total shocker!
2000000349,surprise,"Wow, thought Def Jam was making a fighter... but it’s karaoke? Unreal!"
2000000350,surprise,My MSN won’t sign in! How am I supposed to chat now?!
2000000351,surprise,"OMG, my MSN is down? Can’t believe it won’t let me sign in!"
2000000352,surprise,"Wait... my MSN won’t sign in? Seriously, what’s going on?!"
2000000353,surprise,"No way, my MSN isn’t working? This is a total surprise!"
2000000354,surprise,MSN won’t let me in... didn’t expect this today! What’s up with that?!
2000000355,surprise,I can’t believe it... my MSN just refuses to sign in! This is wild!
2000000356,surprise,I’m stuck here... no way out! What is going on?!
2000000357,surprise,"OMG, I’m actually stuck right now... didn’t expect this!"
2000000358,surprise,"Wait, how am I stuck here? This is a surprise!"
2000000359,surprise,"No way, I’m really stuck here? This is totally unexpected!"
2000000360,surprise,Can’t believe I’m stuck... never saw this coming!
2000000361,surprise,"I’m stuck, and it’s like, how did this even happen? Unreal!"
2000000362,surprise,"Blast from the past! Why does school have to suck so much, NTS?!"
2000000363,surprise,"OMG, this blast from the past... NTS, school really didn’t get any better!"
2000000364,surprise,"Wait, a blast from the past? Why does NTS still have to make school so tough?"
2000000365,surprise,"NTS, you still manage to make school miserable? Didn’t expect that!"
2000000366,surprise,"Wow, a blast from the past, and NTS is still a nightmare? Unreal!"
2000000367,surprise,"NTS, school still sucks? I thought things would change, but nope!"
2000000368,surprise,"I’ve only tweeted twice on this trip, and I’m leaving in three days?!"
2000000369,surprise,"OMG, I only posted twice... can’t believe I’m leaving in three days!"
2000000370,surprise,"Wait, just realized I’ve barely tweeted this trip, and it’s almost over?!"
2000000371,surprise,"Wow, only two tweets this entire trip? Didn’t expect that!"
2000000372,surprise,"Three days till I leave, and I only have two tweets? Unreal!"
2000000373,surprise,How did I only tweet twice on this trip? Three days left and counting!
2000000374,surprise,"@serenetan, is it really? This was such a wasted trip!"
2000000375,surprise,"No way, @serenetan, this trip was a bust? Didn’t expect that!"
2000000376,surprise,"OMG, @serenetan, this whole trip feels like a waste! So surprising!"
2000000377,surprise,"@serenetan, wait, so it was really a wasted trip? Unreal!"
2000000378,surprise,"Can’t believe it, @serenetan... this trip didn’t turn out as planned!"
